Serial Number,UDID,Asset ID,Cover Tag,Location,Technician,Time Scanned,Owner,Returned
PYHCGXWPH2,,LO74340,26,harrow@moderndemocracy.com,diana,2024-06-07 14:42:08.495961,HI,2024-07-11 17:16:44.091966
F37MTYC71H,,LO74339,,,,,HI,
GT402D7K41,,LO74338,47,harrow@moderndemocracy.com,diana,2024-06-07 15:15:09.205573,HI,2024-07-11 17:12:17.606431
L9W2NC79FK,,LO74337,621,gosport@moderndemocracy.com,vilte,2024-06-10 11:23:51.027209,HI,2024-07-11 14:40:40.900091
V9DWPRYL2K,,LO74336,147,harrow@moderndemocracy.com,diana,2024-06-07 16:59:09.758498,HI,2024-07-11 17:14:28.184380
DG3KVT0VJR,,LO74335,615,gosport@moderndemocracy.com,vilte,2024-06-10 10:48:52.867936,HI,2024-07-11 14:39:50.448677
HDWFVQKV22,,LO74334,220,crawley@moderndemocracy.com,diana,2024-06-10 10:12:34.393783,HI,2024-07-11 09:24:48.982552
LDTH6HC9JX,,LO74332,55,harrow@moderndemocracy.com,diana,2024-06-07 15:25:53.088777,HI,2024-07-11 17:12:35.476354
FV17WLQC2J,,LO73955,597,watford@moderndemocracy.com,vilte,2024-06-10 11:07:23.035244,HI,2024-07-10 13:07:42.306114
WT419NY66P,,LO73954,328,arun@moderndemocracy.com,diana,2024-06-10 11:57:49.380030,HI,2024-07-11 15:07:09.890088
D04Q491QJK,,LO73953,590,watford@moderndemocracy.com,vilte,2024-06-10 11:03:52.204259,HI,2024-07-10 12:51:36.449139
R5WJK27P4M,,LO73952,51,harrow@moderndemocracy.com,diana,2024-06-07 15:21:19.997419,HI,2024-07-11 17:11:35.381668
K2V2J59JXP,,LO73951,187,arun@moderndemocracy.com,diana,2024-06-10 09:33:42.251741,HI,2024-07-11 15:03:08.151290
CW2D72QDGQ,,LO73950,4103,torfaen@moderndemocracy.com,mehdi,2024-06-26 09:17:56.366804,HI,2024-07-10 09:36:56.273312
QK0JG6KW9P,,LO73949,312,arun@moderndemocracy.com,diana,2024-06-10 11:41:02.589164,HI,2024-07-11 15:06:56.493759
W9QMVY6JKT,,LO73948,643,gosport@moderndemocracy.com,vilte,2024-06-10 11:48:10.338355,HI,2024-07-11 14:40:32.072818
N0QFL7GQMD,,LO73947,99,harrow@moderndemocracy.com,diana,2024-06-07 16:09:52.532298,HI,2024-07-11 17:15:49.730396
FRQF66JJYJ,,LO73946,617,gosport@moderndemocracy.com,vilte,2024-06-10 10:47:49.988204,HI,2024-07-11 14:39:42.160317
TX16NQVX5J,,LO73945,140,harrow@moderndemocracy.com,diana,2024-06-07 16:53:41.007756,HI,2024-07-11 17:14:19.994489
P56K5900CM,,LO73944,,,,,HI,
GYVD2N73PW,,LO73943,635,gosport@moderndemocracy.com,vilte,2024-06-10 11:13:02.462727,HI,2024-07-11 14:41:14.396773
KM9H3H3KH5,,LO73942,174,harrow@moderndemocracy.com,diana,2024-06-07 17:23:33.362095,HI,2024-07-11 17:14:34.996025
GXLN6M6QV1,,LO73941,517,bridgend@moderndemocracy.com,parisa,2024-06-10 09:41:31.981448,HI,2024-07-10 08:59:57.612973
DG6P3FYF4L,,LO73940,44,harrow@moderndemocracy.com,diana,2024-06-07 15:10:54.361786,HI,2024-07-11 17:12:14.289287
FW2N7J39FV,00008030-0002396A3CD0202E,LO73939,269,crawley@moderndemocracy.com,diana,2024-06-10 10:58:19.642293,HI,2024-07-11 09:27:24.274701
WGK2Y0CDW6,,LO73938,501,rother@moderndemocracy.com,parisa,2024-06-10 09:21:09.764395,HI,2024-07-10 10:43:30.310709
NLC4F22T67,00008030-000258120CD0202E,LO73937,245,crawley@moderndemocracy.com,diana,2024-06-10 10:41:23.663624,HI,2024-07-11 09:27:14.518911
L7RN2903CC,,LO73936,19,harrow@moderndemocracy.com,diana,2024-06-07 14:30:50.068344,HI,2024-07-11 17:18:24.612937
PKVQFQ1P21,,LO73925,3979,cardiff@moderndemocracy.com,mehdi,2024-06-26 15:47:45.486862,HI,2024-07-12 11:37:44.873454
P614TT6JJF,,LO73924,320,arun@moderndemocracy.com,diana,2024-06-10 11:45:10.799560,HI,2024-07-11 15:01:57.291425
HQMVYN62QK,,LO73923,343,arun@moderndemocracy.com,diana,2024-06-10 12:05:38.646131,HI,2024-07-11 15:01:47.209949
R7KXR4J69N,,LO73922,34,harrow@moderndemocracy.com,diana,2024-06-07 14:48:15.503418,HI,2024-07-11 17:11:27.023784
FWVL4TQCQP,,LO73921,141,harrow@moderndemocracy.com,diana,2024-06-07 16:54:25.802109,HI,2024-07-11 17:14:16.750552
P04JWPQ4N5,,LO73920,144,harrow@moderndemocracy.com,diana,2024-06-07 16:56:46.182542,HI,2024-07-11 17:14:09.249134
K9RYPCG6YV,,LO73919,184,arun@moderndemocracy.com,diana,2024-06-10 09:31:32.069946,HI,2024-07-11 15:06:43.459258
Y62MCQH77T,,LO73918,3980,torfaen@moderndemocracy.com,diana,2024-06-25 16:16:10.663488,HI,2024-07-10 09:37:00.407366
QJRX6HJCDV,00008030-001930612250202E,LO73917,213,arun@moderndemocracy.com,diana,2024-06-10 10:06:08.283973,HI,2024-07-11 15:04:36.808398
D7DC2JMLY2,,LO73916,539,watford@moderndemocracy.com,parisa,2024-06-10 09:48:08.233096,HI,2024-07-10 12:52:09.282621
XDX7CG44V6,,LO73915,1495,rother@moderndemocracy.com,vilte,2024-06-14 16:35:48.645157,HI,2024-07-10 10:42:13.608917
T03175W6CC,,LO73914,339,arun@moderndemocracy.com,diana,2024-06-10 12:03:59.308360,HI,2024-07-11 15:04:16.562969
L6092XQGTG,,LO73913,297,arun@moderndemocracy.com,diana,2024-06-10 11:25:57.812211,HI,2024-07-11 15:05:45.140586
VFMH6MPGQL,,LO73912,113,harrow@moderndemocracy.com,diana,2024-06-07 16:27:59.905022,HI,2024-07-11 17:17:40.895972
M7TQC54VGV,,LO73911,16,harrow@moderndemocracy.com,diana,2024-06-07 14:28:10.379724,HI,2024-07-11 17:18:06.888112
F6FXK6R44L,,LO73909,137,harrow@moderndemocracy.com,diana,2024-06-07 16:51:03.821659,HI,2024-07-11 17:13:50.329693
D64V232NWH,,LO73908,520,bridgend@moderndemocracy.com,parisa,2024-06-10 09:43:09.286108,HI,2024-07-10 09:00:05.094602
R3YX16DHFL,,LO73906,285,arun@moderndemocracy.com,diana,2024-06-10 11:17:59.016785,HI,2024-07-11 15:02:29.408680
K064XLR6XT,00008030-00125D6C2140A02E,LO79808,201,arun@moderndemocracy.com,diana,2024-06-10 09:54:51.677674,HI,2024-07-11 15:06:04.236281
FQ5G4WVWRX,,LO79807,36,harrow@moderndemocracy.com,diana,2024-06-07 15:02:41.417152,HI,2024-07-11 17:12:29.460748
F910W1CMJH,,LO79806,534,watford@moderndemocracy.com,parisa,2024-06-10 09:52:18.383628,HI,2024-07-10 12:51:38.581073
JW6KH6R7C2,,LO79805,531,watford@moderndemocracy.com,parisa,2024-06-10 09:55:31.761299,HI,2024-07-10 13:06:32.883606
JVH4WRVWQW,,LO79804,166,gosport@moderndemocracy.com,diana,2024-06-07 17:18:44.352353,HI,2024-07-11 14:39:43.648845
M6CC25XC4L,,LO79803,157,gosport@moderndemocracy.com,diana,2024-06-07 17:13:12.283803,HI,2024-07-11 14:39:27.135245
K9TV36L996,00008030-001149500240A02E,LO79802,261,crawley@moderndemocracy.com,diana,2024-06-10 10:53:32.114081,HI,2024-07-11 09:26:16.555700
G6QMVWPXKG,,LO79801,217,crawley@moderndemocracy.com,diana,2024-06-10 10:10:01.868158,HI,2024-07-11 09:27:04.463987
K1647QT2VW,,LO79800,,,,,HI,
H1XPJCN6QP,,LO79799,622,gosport@moderndemocracy.com,vilte,2024-06-10 11:23:16.812164,HI,2024-07-11 14:40:08.088560
DW5PWFHNQC,,LO79798,569,watford@moderndemocracy.com,parisa,2024-06-10 10:06:02.786863,HI,2024-07-10 12:52:05.933963
GNPPVK40CM,,LO79797,132,harrow@moderndemocracy.com,diana,2024-06-07 16:48:01.081515,HI,2024-07-11 17:16:14.791149
LRQH07M9KM,,LO79796,233,crawley@moderndemocracy.com,diana,2024-06-10 10:35:12.186783,HI,2024-07-11 09:27:22.857682
M6H6G4VY9C,,LO79795,27,harrow@moderndemocracy.com,diana,2024-06-07 14:43:02.751451,HI,2024-07-11 17:17:32.258174
LQM7KX6P9H,,LO79794,604,gosport@moderndemocracy.com,vilte,2024-06-10 10:43:53.416991,HI,2024-07-11 14:41:12.361888
MW0HL9N6MK,,LO79793,249,crawley@moderndemocracy.com,diana,2024-06-10 10:43:15.300350,HI,2024-07-11 09:26:20.415237
C9G17LCV7C,,LO79792,603,gosport@moderndemocracy.com,vilte,2024-06-10 10:44:36.937441,HI,2024-07-11 14:41:25.332463
K2DWJW1641,,LO79791,505,bridgend@moderndemocracy.com,parisa,2024-06-10 09:28:56.049982,HI,2024-07-10 08:59:45.418657
C7T3Y7QQRQ,00008030-00116D6C2140A02E,LO79790,264,crawley@moderndemocracy.com,diana,2024-06-10 10:55:29.797250,HI,2024-07-11 09:27:06.410797
HY0M2RRLJH,,LO79789,337,arun@moderndemocracy.com,diana,2024-06-10 12:02:49.659339,HI,2024-07-11 15:04:21.676463
LVQJC5XH5M,00008030-000C796C2140A02E,LO79788,319,arun@moderndemocracy.com,diana,2024-06-10 11:44:45.047347,HI,2024-07-11 15:05:54.796459
HR42C2CY06,,LO79787,605,gosport@moderndemocracy.com,vilte,2024-06-10 10:43:31.295369,HI,2024-07-11 14:40:09.777425
D61T4V6LXF,,LO79786,663,rother@moderndemocracy.com,parisa,2024-06-11 10:04:03.200707,HI,2024-07-10 10:40:54.797875
CM4Q7R57DP,,LO79785,2863,carmarthenshire@moderndemocracy.com,parisa,2024-06-22 12:19:24.106475,HI,2024-07-12 12:27:00.624793
F7YR16M9TW,,LO79784,2776,carmarthenshire@moderndemocracy.com,diana,2024-06-22 12:17:25.374752,HI,2024-07-12 12:28:39.433435
HLQHRX7HT9,,LO79783,2779,carmarthenshire@moderndemocracy.com,diana,2024-06-22 12:17:02.371527,HI,2024-07-12 14:28:02.161948
D7T70QDL6T,,LO79782,566,watford@moderndemocracy.com,parisa,2024-06-10 10:08:19.516253,HI,2024-07-10 12:51:51.029805
DHQ2RC7K96,,LO79781,669,rother@moderndemocracy.com,parisa,2024-06-11 10:01:30.766401,HI,2024-07-10 10:41:06.697229
GMW162XJKM,,LO79780,108,harrow@moderndemocracy.com,diana,2024-06-07 16:24:35.345790,HI,2024-07-11 17:13:48.429460
FP2FG2PWQT,,LO79779,560,watford@moderndemocracy.com,parisa,2024-06-10 10:17:17.892101,HI,2024-07-10 13:06:37.382668
G40T2P72TH,,LO79778,53,rother@moderndemocracy.com,diana,2024-06-07 15:23:06.322809,HI,2024-07-10 10:42:47.984941
GW69G9QQ4R,,LO79777,,,,,HI,
K006WFYJNM,00008030-001E392C2140A02E,LO79776,317,arun@moderndemocracy.com,diana,2024-06-10 11:43:42.536134,HI,2024-07-11 15:04:19.971034
K93K37235N,00008030-001505A13CC0A02E,LO79775,202,arun@moderndemocracy.com,diana,2024-06-10 09:55:42.207736,HI,2024-07-11 15:07:00.666909
K09623HHGM,,LO79774,250,crawley@moderndemocracy.com,diana,2024-06-10 10:43:46.315733,HI,2024-07-11 09:26:52.083989
DM4H2P1V33,,LO79773,29,harrow@moderndemocracy.com,diana,2024-06-07 14:44:44.667865,HI,2024-07-11 17:17:06.451349
MG6VNCJK0P,,LO79772,234,crawley@moderndemocracy.com,diana,2024-06-10 10:35:49.924430,HI,2024-07-11 09:27:42.835492
JXPRYHF03P,,LO79771,618,gosport@moderndemocracy.com,vilte,2024-06-10 10:47:13.685999,HI,2024-07-11 14:40:16.816905
JJ6WX2DWVY,,LO79770,316,arun@moderndemocracy.com,diana,2024-06-10 11:43:08.358588,HI,2024-07-11 15:03:58.762729
F93903WC3F,,LO79769,17,harrow@moderndemocracy.com,diana,2024-06-07 14:29:05.325187,HI,2024-07-11 17:18:29.811189
KQDXL4X4DL,,LO79768,176,arun@moderndemocracy.com,diana,2024-06-10 09:20:56.413644,HI,2024-07-11 15:01:25.014689
G4PTYF91JT,,LO79767,544,watford@moderndemocracy.com,parisa,2024-06-10 10:02:24.785256,HI,2024-07-10 12:50:34.264700
F033HQC4HK,,LO79766,647,gosport@moderndemocracy.com,vilte,2024-06-10 11:45:57.805667,HI,2024-07-11 14:40:12.750005
GJCMFJCN6G,,LO79765,535,watford@moderndemocracy.com,parisa,2024-06-10 09:51:40.718232,HI,2024-07-10 12:52:00.202366
FWV43393GF,,LO79764,592,watford@moderndemocracy.com,vilte,2024-06-10 11:06:13.756319,HI,2024-07-10 12:51:17.974593
M22K4TPXNY,,LO79763,352,rother@moderndemocracy.com,diana,2024-06-11 10:04:52.539791,HI,2024-07-10 10:42:55.327717
H7J799J2DK,00008030-000A48A13CC0A02E,LO79762,228,crawley@moderndemocracy.com,diana,2024-06-10 10:29:54.415261,HI,2024-07-11 09:26:23.510117
CWHFXK6MJ2,,LO79761,,,,,HI,
GPW46CMXWN,,LO79760,3183,carmarthenshire@moderndemocracy.com,parisa,2024-06-22 12:19:54.291454,HI,2024-07-12 12:24:27.644381
CK6DY2JMWL,,LO79759,625,gosport@moderndemocracy.com,vilte,2024-06-10 11:21:14.769478,HI,2024-07-11 14:39:32.416230
HPJXV4GHYY,,LO79758,76,harrow@moderndemocracy.com,diana,2024-06-07 15:52:56.621172,HI,2024-07-11 17:11:55.925052
JTV3T9Y6KG,,LO79757,130,harrow@moderndemocracy.com,diana,2024-06-07 16:46:34.535549,HI,2024-07-11 17:15:31.551331
C091C9M6LW,,LO79756,31,harrow@moderndemocracy.com,diana,2024-06-07 14:46:17.251383,HI,2024-07-11 17:16:57.985964
DDW4CVJ61Y,,LO79755,145,harrow@moderndemocracy.com,diana,2024-06-07 16:57:22.109772,HI,2024-07-11 17:14:11.772898
DRHH4F43CR,,LO79754,64,harrow@moderndemocracy.com,diana,2024-06-07 15:32:00.575096,HI,2024-07-11 17:12:04.270331
K07127GM95,,LO79753,588,watford@moderndemocracy.com,vilte,2024-06-10 11:00:22.036704,HI,2024-07-10 13:07:31.443519
FXYPXK9H6W,,LO79752,160,gosport@moderndemocracy.com,diana,2024-06-07 17:14:59.243130,HI,2024-07-11 14:40:53.733983
LF6G746LPF,,LO79751,645,arun@moderndemocracy.com,vilte,2024-06-10 11:47:15.030785,HI,2024-07-11 15:01:10.581939
GG6PX45J3J,,LO79750,286,arun@moderndemocracy.com,diana,2024-06-10 11:18:30.587041,HI,2024-07-11 15:06:06.654813
G59RNGWYPM,,LO79749,357,rother@moderndemocracy.com,diana,2024-06-11 10:07:07.971972,HI,2024-07-10 10:42:03.196097
FT7RT63MTC,,LO79748,589,watford@moderndemocracy.com,vilte,2024-06-10 10:59:58.232749,HI,2024-07-10 12:51:00.061143
K3VK49JD40,,LO79747,28,harrow@moderndemocracy.com,diana,2024-06-07 14:43:54.641238,HI,2024-07-11 17:17:29.696465
KX32H7N3P2,,LO79746,313,arun@moderndemocracy.com,diana,2024-06-10 11:41:29.750991,HI,2024-07-11 15:03:36.344539
H2922WW77P,,LO79745,356,rother@moderndemocracy.com,diana,2024-06-11 10:06:38.981938,HI,2024-07-10 10:41:03.480735
DMGF67520Y,,LO79744,347,arun@moderndemocracy.com,diana,2024-06-10 12:07:16.953593,HI,2024-07-11 15:01:53.084324
LQ6DKJ3XKC,00008030-000450A13CC0A02E,LO79743,333,arun@moderndemocracy.com,diana,2024-06-10 12:00:43.101430,HI,2024-07-11 15:05:29.007486
KVWKR2HWWV,,LO79742,646,gosport@moderndemocracy.com,vilte,2024-06-10 11:46:41.710536,HI,2024-07-11 14:40:42.967478
DVJ6KGR4K0,,LO79741,314,arun@moderndemocracy.com,diana,2024-06-10 11:41:55.584068,HI,
J4V5QYDJ2J,,LO79740,656,arun@moderndemocracy.com,vilte,2024-06-10 11:38:51.848272,HI,2024-07-11 15:02:02.979613
KV30CQCDGP,,LO79739,556,watford@moderndemocracy.com,parisa,2024-06-10 10:15:02.068142,HI,2024-07-10 12:51:08.643454
JQ9FC2M17M,,LO79738,574,watford@moderndemocracy.com,vilte,2024-06-10 10:54:15.095759,HI,2024-07-10 12:51:20.518566
LXL6WXMVFQ,,LO79737,6,harrow@moderndemocracy.com,diana,2024-06-07 14:18:45.563971,HI,2024-07-11 17:15:11.770150
FX4M61CD7X,,LO79736,329,arun@moderndemocracy.com,diana,2024-06-10 11:58:24.452142,HI,2024-07-11 15:02:00.331116
FD2Q7QPQ2V,00008030-001A55900240A02E,LO79735,332,arun@moderndemocracy.com,diana,2024-06-10 12:00:12.555630,HI,2024-07-11 15:05:17.702814
HG2F6V643T,,LO79734,223,crawley@moderndemocracy.com,diana,2024-06-10 10:14:46.029216,HI,2024-07-11 09:27:37.362807
G049V40GX0,,LO79733,655,arun@moderndemocracy.com,vilte,2024-06-10 11:41:10.754270,HI,2024-07-11 15:05:31.743658
FQ1VH61YHW,,LO79732,521,bridgend@moderndemocracy.com,parisa,2024-06-10 09:41:13.216699,HI,2024-07-10 09:00:22.424739
KY6M9NM2DG,,LO79731,558,watford@moderndemocracy.com,vilte,2024-06-10 10:40:26.749158,HI,2024-07-10 12:51:12.106384
FX6MXK6R4C,,LO79730,42,harrow@moderndemocracy.com,diana,2024-06-07 15:08:27.656698,HI,2024-07-11 17:12:51.010006
G7FMWNX9KH,,LO79729,81,harrow@moderndemocracy.com,diana,2024-06-07 15:56:31.173727,HI,2024-07-11 17:13:41.563057
H07D9C5J2W,,LO79728,89,harrow@moderndemocracy.com,diana,2024-06-07 16:02:37.145404,HI,2024-07-11 17:13:17.846031
JPMX2QKP9P,,LO79727,573,watford@moderndemocracy.com,vilte,2024-06-10 10:35:39.026282,HI,2024-07-10 13:07:07.327971
KMR25JXLGJ,,LO79726,68,harrow@moderndemocracy.com,diana,2024-06-07 15:35:16.944286,HI,2024-07-11 17:11:48.012076
C97W5QVLKX,,LO79725,92,harrow@moderndemocracy.com,diana,2024-06-07 16:04:36.755600,HI,2024-07-11 17:13:03.065871
KQ51WX9QCR,,LO79724,351,rother@moderndemocracy.com,diana,2024-06-11 10:04:30.924411,HI,2024-07-10 10:41:10.139972
CDVQ46KXKF,00008030-0014446C2140A02E,LO79723,257,crawley@moderndemocracy.com,diana,2024-06-10 10:51:22.762754,HI,2024-07-11 09:26:40.708244
FN2WWPC6F5,,LO79722,98,harrow@moderndemocracy.com,diana,2024-06-07 16:09:19.984927,HI,2024-07-11 17:14:03.119870
CWYT4PM7KG,,LO79721,516,bridgend@moderndemocracy.com,parisa,2024-06-10 09:44:28.499858,HI,2024-07-10 08:59:54.586334
F39N9LJ2VG,00008030-000819E00240A02E,LO79720,244,crawley@moderndemocracy.com,diana,2024-06-10 10:40:53.096320,HI,2024-07-11 09:26:10.797444
J2G922LQ4H,,LO79719,175,harrow@moderndemocracy.com,diana,2024-06-07 17:24:09.613534,HI,2024-07-11 17:14:14.255271
J6L5V6WG9H,,LO79718,18,harrow@moderndemocracy.com,diana,2024-06-07 14:30:02.477562,HI,2024-07-11 17:18:27.211467
C7W5HHHVXW,,LO79717,86,harrow@moderndemocracy.com,diana,2024-06-07 16:00:10.773483,HI,2024-07-11 17:13:06.714506
D7QMGQVXQ0,00008030-0014652C2140A02E,LO79716,263,crawley@moderndemocracy.com,diana,2024-06-10 10:54:46.380790,HI,2024-07-11 09:26:35.127953
G67X4WGPG1,,LO79715,153,harrow@moderndemocracy.com,diana,2024-06-07 17:10:57.084329,HI,2024-07-11 17:14:45.151573
HRYP7C09CR,,LO79714,278,arun@moderndemocracy.com,diana,2024-06-10 11:13:36.144332,HI,2024-07-11 15:04:07.394462
GF2QJT2MRQ,,LO79713,613,gosport@moderndemocracy.com,vilte,2024-06-10 10:50:12.336195,HI,2024-07-11 14:39:58.404574
F5JXFYX14N,,LO79712,12,harrow@moderndemocracy.com,diana,2024-06-07 14:23:58.379203,HI,2024-07-11 17:18:16.709744
DVVH02FWGH,,LO79711,96,harrow@moderndemocracy.com,diana,2024-06-07 16:08:10.948447,HI,2024-07-11 17:16:36.854075
DFH7C9FN44,,LO79710,11,harrow@moderndemocracy.com,diana,2024-06-07 14:23:08.363121,HI,2024-07-11 17:14:57.838182
DD746173Y3,,LO79709,127,harrow@moderndemocracy.com,diana,2024-06-07 16:44:37.058010,HI,2024-07-11 17:15:56.925602
JF6RWW27DG,,LO79708,277,arun@moderndemocracy.com,diana,2024-06-10 11:12:56.357444,HI,2024-07-11 15:07:20.913549
CGFPCF4W5C,,LO79707,32,harrow@moderndemocracy.com,diana,2024-06-07 14:46:56.064602,HI,
CW4QH0G45G,,LO79706,652,arun@moderndemocracy.com,vilte,2024-06-10 11:39:25.239070,HI,2024-07-11 15:02:57.400856
JWLY7NYW0L,,LO79705,70,harrow@moderndemocracy.com,diana,2024-06-07 15:39:03.499053,HI,2024-07-11 17:12:42.022012
CQ761KXX90,,LO79704,291,arun@moderndemocracy.com,diana,2024-06-10 11:22:22.441901,HI,2024-07-11 15:04:44.222175
HQKTW60CJK,,LO79703,247,crawley@moderndemocracy.com,diana,2024-06-10 10:42:22.527741,HI,2024-07-11 09:26:55.953605
KXJ46KXY2J,,LO79702,340,arun@moderndemocracy.com,diana,2024-06-10 12:04:37.250896,HI,2024-07-11 15:04:27.737793
DWW2X3VWW7,,LO79701,94,harrow@moderndemocracy.com,diana,2024-06-07 16:06:05.963330,HI,2024-07-11 17:13:24.242373
HYY721R29W,,LO79700,91,harrow@moderndemocracy.com,diana,2024-06-07 16:03:52.231489,HI,2024-07-11 17:13:01.151902
G30GCJGFMY,,LO79699,180,arun@moderndemocracy.com,diana,2024-06-10 09:26:16.672808,HI,2024-07-11 15:07:12.192250
M0V4DWMGKF,00008030-000004500240A02E,LO79698,334,arun@moderndemocracy.com,diana,2024-06-10 12:01:16.837959,HI,2024-07-11 15:07:05.986527
JFVGF596KV,,LO79697,644,gosport@moderndemocracy.com,vilte,2024-06-10 11:47:44.999745,HI,2024-07-11 14:39:28.923913
DGWWV73FVR,,LO79696,87,harrow@moderndemocracy.com,diana,2024-06-07 16:00:58.045900,HI,2024-07-11 17:13:36.357818
K7XN9G3YDW,,LO79695,668,rother@moderndemocracy.com,parisa,2024-06-11 10:07:57.288992,HI,2024-07-10 10:42:50.649637
LP9GG3643L,,LO79694,2867,carmarthenshire@moderndemocracy.com,parisa,2024-06-22 12:22:37.814971,HI,2024-07-12 12:29:04.029587
K14LXYNJ2R,,LO79693,649,gosport@moderndemocracy.com,vilte,2024-06-10 11:44:45.287646,HI,2024-07-11 14:40:27.363552
G6RQ0F3DVP,,LO79692,666,rother@moderndemocracy.com,parisa,2024-06-11 10:05:55.811612,HI,2024-07-10 10:41:52.993824
HRHXJN4D6P,00008030-001D25A13CC0A02E,LO79691,251,crawley@moderndemocracy.com,diana,2024-06-10 10:47:34.527172,HI,2024-07-11 09:24:51.632671
KTW2X5YQ5M,,LO79690,3182,carmarthenshire@moderndemocracy.com,parisa,2024-06-22 12:21:12.450689,HI,2024-07-12 14:28:10.870116
G3XJV6WH4W,,LO79689,2775,carmarthenshire@moderndemocracy.com,diana,2024-06-22 12:18:04.774582,HI,2024-07-12 12:28:30.356781
HJX71C4NYK,,LO79688,631,gosport@moderndemocracy.com,vilte,2024-06-10 11:15:20.828061,HI,2024-07-11 14:39:35.781657
J92661TD7F,,LO79687,514,bridgend@moderndemocracy.com,parisa,2024-06-10 09:45:02.091381,HI,2024-07-10 08:59:35.056995
JX2WFLFF69,00008030-0015052C2140A02E,LO79686,318,arun@moderndemocracy.com,diana,2024-06-10 11:44:14.757678,HI,2024-07-11 15:06:52.749965
DVHT7Q70T1,,LO79685,665,rother@moderndemocracy.com,parisa,2024-06-11 10:03:40.223209,HI,2024-07-10 10:41:48.742497
C21K2W3JLJ,00008030-001C456C2140A02E,LO79684,208,arun@moderndemocracy.com,diana,2024-06-10 09:59:50.831525,HI,2024-07-11 15:04:14.736351
FQ7590Q5MW,,LO79683,287,arun@moderndemocracy.com,diana,2024-06-10 11:19:04.847565,HI,2024-07-11 15:06:54.923683
G2LW023NQM,,LO79682,276,arun@moderndemocracy.com,diana,2024-06-10 11:12:16.718634,HI,2024-07-11 15:02:12.736063
KQFV2Y6MQT,,LO79681,83,harrow@moderndemocracy.com,diana,2024-06-07 15:57:49.839460,HI,2024-07-11 17:12:46.313866
MWRDK9V0QR,,LO79680,582,watford@moderndemocracy.com,vilte,2024-06-10 10:55:14.583152,HI,2024-07-10 13:08:00.908393
DT4D7JG4VX,,LO79679,301,arun@moderndemocracy.com,diana,2024-06-10 11:34:30.540732,HI,2024-07-11 15:06:40.519820
J2XQ77LNP7,,LO79677,30,harrow@moderndemocracy.com,diana,2024-06-07 14:45:31.040835,HI,2024-07-11 17:17:00.438069
C24QMPV79G,00008030-001948D00240A02E,LO79676,227,crawley@moderndemocracy.com,diana,2024-06-10 10:29:10.643437,HI,2024-07-11 09:26:47.138434
JJCF6YHYG4,00008030-001615A13CC0A02E,LO79675,325,arun@moderndemocracy.com,diana,2024-06-10 11:48:08.939300,HI,2024-07-11 15:06:32.017027
G034TJ223L,,LO79674,529,watford@moderndemocracy.com,parisa,2024-06-10 09:32:20.552347,HI,2024-07-10 13:07:26.029474
MY3CQFJFK6,,LO79673,293,arun@moderndemocracy.com,diana,2024-06-10 11:24:04.876191,HI,2024-07-11 15:02:18.603209
L6G47LV9VQ,,LO79672,307,arun@moderndemocracy.com,diana,2024-06-10 11:38:14.237893,HI,2024-07-11 15:05:14.344460
F9VKGGKVDY,,LO79671,80,harrow@moderndemocracy.com,diana,2024-06-07 15:55:30.033347,HI,2024-07-11 17:13:39.600881
GMX5KXCGY4,,LO79670,551,watford@moderndemocracy.com,vilte,2024-06-10 10:37:35.917622,HI,2024-07-10 12:51:02.624061
K073DH3DC4,,LO79669,3152,carmarthenshire@moderndemocracy.com,parisa,2024-06-22 12:36:32.329826,HI,2024-07-12 14:27:49.566155
JR3YWCY4YG,,LO79668,536,watford@moderndemocracy.com,parisa,2024-06-10 09:50:06.687223,HI,2024-07-10 12:51:24.272783
GQ0FW0NYVC,,LO79667,608,gosport@moderndemocracy.com,vilte,2024-06-10 10:41:53.833313,HI,2024-07-11 14:40:52.246058
LF2FCQ6MKH,,LO79666,601,gosport@moderndemocracy.com,vilte,2024-06-10 10:45:34.467977,HI,2024-07-11 14:41:02.746770
KWF741QQ0J,,LO79665,110,harrow@moderndemocracy.com,diana,2024-06-07 16:25:49.319102,HI,2024-07-11 17:17:38.107828
DF71MQ2JXJ,,LO79664,504,bridgend@moderndemocracy.com,mehdi,2024-06-11 16:12:18.014301,HI,2024-07-10 08:59:42.869447
FG9GNVL6Y7,,LO79663,547,watford@moderndemocracy.com,parisa,2024-06-10 09:57:46.103087,HI,2024-07-10 12:51:06.829959
JGDJ2Y2XKD,,LO79662,541,watford@moderndemocracy.com,parisa,2024-06-10 09:47:29.537471,HI,2024-07-10 12:52:07.871344
DWQ7YFK419,,LO79661,628,gosport@moderndemocracy.com,vilte,2024-06-10 11:18:19.033421,HI,2024-07-11 14:39:39.499279
H79W6VJ409,,LO79660,100,harrow@moderndemocracy.com,diana,2024-06-07 16:10:25.822819,HI,2024-07-11 17:15:53.046491
J0Y3P0795P,,LO79659,353,rother@moderndemocracy.com,diana,2024-06-11 10:05:21.174267,HI,2024-07-10 10:43:10.561498
FX1CD4Y205,00008030-000171500240A02E,LO79658,196,arun@moderndemocracy.com,diana,2024-06-10 09:41:35.550981,HI,2024-07-11 15:04:40.524962
FQP3Q9VH9D,,LO79654,1072,peterbourough@moderndemocracy.com,diana,2024-06-13 14:37:33.586866,HI,2024-07-09 14:37:39.931429
